site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset
12102,usa,california,ramu,subadult,7,summer,7,10,10,10,1776,18035200,1776,18035200,2.65542018169257,0.427662069670584,1776,18035200,1776,18035200,0.468839945456456,1774.97489767433,168.325113704281,1776,48025.6862323834,172.946315596994,0.194322214336409,0.000109415661225455,161.798213411402,6.11433092600085,1.42852323999254,165.870290353922,0.596469852421586,981.75369375052,171.642378471042,0.000563063063063063,0.364997135704171,0.920955969431109,0,0.999945849781315,0.5796,0.167338094375052,0.298099171965927,0.397275252855419,0.761081081081081,0.122654566473147,0.246273178184812,0.37861751993603,2.39120890810577,sierra_nevada
21108,usa,california,ramu,subadult,7,summer,7,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
21110,usa,california,ramu,subadult,7,summer,7,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
50183,usa,california,ramu,subadult,7,summer,7,18,15,15,1920930.66666667,4088045213944.47,2305116.8,4015204284496.46,6.19130211218296,0.193398744766188,1920930.66666667,4088045213944.47,1920930.66666667,4088045213944.47,0.213479281130382,1916536.20835321,514.776661190741,1920930.6666648,34735859.0124317,472.534493445245,1.41788644002116,6.15103946151953e-07,473.589216978306,14.255999949735,0.978274881350718,472.627359927675,1.21943021422109,2465430.65114322,471.519257167408,4.33817496796692e-07,0.877368326979103,0.971339058361325,0,1,0.9288,0.105438334301761,0.852606403950819,0.201333633983086,0.438274410505649,0.0383024949617214,0.0710304930103208,-0.0608391128860346,0.869282400760442,sierra_nevada
52264,usa,california,ramu,subadult,7,summer,7,10,10,10,719361.6,543102923801.6,719361.6,543102923801.6,5.48583853365282,0.618341959858401,719361.6,543102923801.6,719361.6,543102923801.6,0.70570931653977,719482.992742528,292.805617597591,719361.6,6789776.06223147,294.069202914372,1.0586925380804,1.47171122017132e-06,295.830878601175,12.6316100301613,1.71771576861321,293.102553093126,0.820432497567292,655740.571365463,291.722388620083,1.39012146325297e-06,0.104815969713633,0.871767265791845,0,1,0.0568,0.255274280400966,0.110795563337769,0.558724952433627,0.517395423942562,0.0722071881470125,0.14334129981938,0.010493819241102,1.02445720041522,sierra_nevada
70550,usa,california,ramu,subadult,7,summer,7,20,17,17,311779.2,504486358490.274,366799.058823529,577634991247.059,4.75656370540215,1.14156146302327,311779.2,504486358490.274,311779.2,504486358490.274,0.177014376291468,311924.474924188,475.581852638485,311779.200000931,16309844.510302,456.354769245284,0.247475306321601,6.74689043955982e-07,454.202495385915,10.9523926819355,2.38671668419891,453.500309379229,0.494946171883655,178668.83093994,471.627361417276,2.72628834765116e-06,0.350073141451587,0.942580282797657,0,0.999999999989889,0.3644,0.150889236312313,0.303138339599458,0.411586969410156,0.744441767839322,0.12249583139847,0.224624090670318,0.316398534116883,2.07204190394145,sierra_nevada
72996,usa,california,ramu,subadult,7,summer,7,10,7,7,470.4,473497.6,672,552192,2.49010810562867,0.437549219729227,470.4,473497.6,470.4,473497.6,0.196450898363002,470.158427778489,124.613918580376,470.4,8309.84410709789,,,,,,,,,,,,,,,,,,,,0.545189504373178,0.138203087629239,0.265641090779385,0.0436757821533721,1.1057979542603,sierra_nevada
solomon_lane,usa,louisiana,rana_catesbeiana,subadult,7,winter,7,22,8,8,1486.32677253636,20753741.4730616,4087.398624475,50110804.4080138,3.01129274049262,0.727669340277824,1486.5,20754770.0714286,1486.13636363636,20752788.3138528,0.0475580414054842,1488.56094221717,181.760331367796,1486.5,127569.449115826,,,,,,,,,,,,,,,,,,,,0.68491554616329,0.148659371319769,0.283278791611245,0.238518692729456,1.73188357218621,serdp
west,usa,tennessee,rana_catesbeiana,subadult,7,winter,7,14,11,11,3700.45786042857,32136688.2303132,4709.67364054546,36549310.0464443,3.38555985563468,0.290085869979884,3700.78571428571,32136564.7967033,3700,32134856.9230769,0.234804053895472,3703.66442040619,235.155404366603,3700.78571428208,84818.0670528732,212.486610190617,0.667567413707368,0.00014174387965236,210.405460697648,7.79553965502349,1.18244958605693,211.754621032715,0.886378209086924,4405.48774000229,210.062225664811,0.000212328937485397,0.969691881805335,0.980654573147904,0,0.999999991982449,0.8112,0.136145844306647,0.889935174104201,0.180396818006392,0.568825616243547,0.0853034531014873,0.159086303611127,0.108448778030627,1.28365636333451,serdp
kisatchie_bayou,usa,louisiana,eurycea_quadridigitata,unknown,7,winter,7,10,4,4,3472.314406768,85411230.8847713,8680.78601692,195948855.957071,3.25280259249583,1.26108235219773,3472.6,85413075.6,3472.2,85408445.7333333,0.0503423775141096,3474.97180962702,96.8531363115288,3472.6,123481.574617739,,,,,,,,,,,,,,,,,,,,0.64665369171854,0.160526603531553,0.345234362859556,0.207512315192803,1.61254675332192,serdp
lago_sede_water,brazil,santa_virginia,boana_bandeirantes,"",8,wet,8,21,6,6,2757668.80511124,81227654734349.7,9651840.81788933,245060877931221,6.16054688117032,1.56306009018352,2757668.95238095,81227655819438.7,2757668.66666667,81227651682935.4,0.0196280467111029,2758135.0871642,234.208775255188,2757668.95238095,248070044.500385,,,,,,,,,,,,,,,,,,,,0.673872564238199,0.100667057912862,0.202940427224317,0.210026841786319,1.62191033723577,brazil
lago_anta_water,brazil,santa_virginia,boana_faber,"",8,wet,8,11,7,7,1963675.405488,16347508459723,3085775.63719543,23206206282461.8,5.90893714341628,0.757461105996624,1963675.72727273,16347510171422.6,1963675.09090909,16347508600482.3,0.0787412390950063,1966429.9655487,245.734420363417,1963675.72727273,56634426.620282,,,,,,,,,,,,,,,,,,,,0.675300546579651,0.0766682461146374,0.147289164505367,0.193437728329688,1.56112517870739,brazil
1_land,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,18,9,9,7656.66112588889,179570358.774207,15313.3222517778,249681978.30262,4.00712649463355,0.164267850620606,7656.94444444444,179576807.46732,7656.44444444444,179568700.379085,0.0746770271655763,7649.64849981212,237.393373898815,7656.94444444444,300760.150648279,,,,,,,,,,,,,,,,,,,,0.462953822139448,0.0515840025869467,0.101144724338329,0.0136241764956539,1.03186807615329,brazil
2_land,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,11,6,6,40790242.8440647,18272112725115300,74782111.8807853,33493844946221300,5.12608908981478,3.37003157386606,40790243,18272112782873500,40790242.4545455,18272112742083300,0.0387745031669429,40885845.1627266,197.467177031151,40790243,2145695026.16808,,,,,,,,,,,,,,,,,,,,0.832958805814266,0.160719181207007,0.358121862998126,0.388684777085211,2.44728628914613,brazil
3_land,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,25,5,5,1022.240276448,4821540.41543986,5111.20138224,2804862.92282708,3.68766631695111,0.0242603047536103,1022.36,4822518.65666667,1022.16,4820814.89,0.0224006278480868,1021.88549827498,138.008743869998,1022.35999999636,84601.0150221176,,,,,,,,,,,,,,,,,,,,0.159104955526445,0.0201215970626819,0.0422373351307949,-0.484567171774794,0.327667093033415,brazil
3_water,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,25,16,16,23863.650453952,2376830476.43534,37286.9538343,3269047062.61992,4.14425821799811,0.352980083449471,23863.96,2376847375.87333,23863.32,2376829478.14333,0.107818436635904,23851.5071946572,417.751151635782,23863.96,1543105.6381119,371.041650498122,0.453650465385298,1.21664662498653e-05,363.761186877842,9.54250719428052,1.32457461478579,368.560115968359,0.705773897529483,28366.3179915618,370.84476100144,2.68190317837149e-05,0.0107559582088965,0.842972607873364,0,1,0.0572,0.210688594453159,0.00616105895035014,1.06302596236353,0.665180447736704,0.0743124385645161,0.143360099379313,0.185653681429047,1.5333937240755,brazil
4_land,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,31,14,14,91924.5404630968,99849056224.6383,203547.196739714,205952691065.439,4.67073083488495,0.468154931841642,91924.7096774193,99849117192.4796,91924.2580645161,99849013011.3978,0.0481388826068993,91922.9565574742,421.003350808513,91924.7096774193,12040040.8753215,369.69323603001,0.216644398062661,1.0643447884949e-06,356.553437396061,10.7547551937937,1.51816211093382,362.015351924497,0.573580778324631,109212.824430828,372.262289095586,4.91286549762092e-06,0.0925779934239313,0.89408199028544,0,1,0.1754,0.189278348908458,0.0921765798955599,0.606130365895414,0.774747652675217,0.0750547868465089,0.146490668531797,0.348218609867636,2.22955715418565,brazil
5_land,brazil,santa_virginia,brachycephalus_pitanga,"",8,wet,8,61,9,9,9224.57512401311,2797269993.91186,62522.1202849778,17230714983.7101,4.02987344106183,0.626649655231757,9224.62295081967,2797276919.47213,9224.49180327869,2797260721.42077,0.0122077653243183,9236.70659778598,269.812302599709,9224.62295070326,3633753.62227823,,,,,,,,,,,,,,,,,,,,0.779692971110872,0.0925689936054973,0.196435960743617,0.322117951741803,2.09951002035867,brazil
lago_angelim_water,brazil,santa_virginia,dendropsophus_microps,"",8,wet,8,10,3,3,122934.2773464,107743810324.477,409780.924488,308530720082.196,5.25104985884392,0.528237879940954,122934.4,107743977963.6,122934.1,107743786732.544,0.025902781818237,122946.170479364,104.982832638555,122934.399999767,4448419.03217308,,,,,,,,,,,,,,,,,,,,0.548029698334088,0.0611247079960614,0.138410369704311,0.132097468480481,1.3554935909249,brazil
lago_sede_water,brazil,santa_virginia,dendropsophus_minutus,"",8,wet,8,20,16,16,3118549.197999,97322837375956.3,3898186.49749875,120033810976098,5.52527596253984,1.05478818644399,3118549.65,97322837111933.8,3118548.85,97322835798860.5,0.121836610502117,3122392.11560972,515.002015030014,3118549.65,240907824.603092,496.720334390763,0.135036245499706,3.4640786321114e-08,483.033272695048,12.7224180660226,2.28972831889963,486.352905178949,0.430684201526632,1138202.97595888,519.632704073991,2.56529542812188e-07,0.945114197476267,0.977938192517834,0,1,0.8134,0.115337970197251,0.947938597287643,0.152394658416046,0.851466798923534,0.101500656277084,0.185878284047727,0.448789184560944,2.81053620736227,brazil
6_land,brazil,santa_virginia,ischnocnema_henselii,"",8,wet,8,11,6,6,1033781.44985018,8648687384597.47,1895265.991392,15338083944762,5.1223710471866,1.49961372080657,1033781.72727273,8648688406410.62,1033781.18181818,8648687372629.16,0.0541861011406111,1033182.67833242,193.68052787939,1033781.72727459,43938718.0029161,,,,,,,,,,,,,,,,,,,,0.77935623717634,0.117557314363768,0.239066469831378,0.31521538545253,2.06640472136958,brazil
1_water,brazil,santa_virginia,ololygon_aff._brieni,"",8,wet,8,10,10,10,7237117.4477416,249346834537155,7237117.4477416,249346834537155,5.91818477996763,1.42678532080771,7237118,249346829472178,7237117,249346829472178,0.315338962337483,7239871.46496272,324.668295661713,7237118,185868762.713925,325.33441442619,0.233391412628685,3.22492227484185e-08,324.102534313806,13.6271240519377,2.60925340984808,323.683556256838,0.453758615771784,3072921.71729048,337.894670850099,1.38176560933395e-07,0.420217181854349,0.927125076294252,0,1,0.2802,0.204243731252669,0.363013420261777,0.364230323282769,0.778807628407885,0.105076762242422,0.201832358665278,0.338836308964192,2.18190736859335,brazil
lago_angelim_water,brazil,santa_virginia,ololygon_aff._brieni,"",8,wet,8,11,9,9,72070.6142061818,11975622271.583,88086.306252,13382419290.7948,4.70928696179302,0.212975966119845,72071,11975644801.2,72070.1818181818,11975615972.9636,0.228298437284918,72086.1786064307,248.157465143919,72071.0000000582,1178234.20394533,,,,,,,,,,,,,,,,,,,,0.540085489859493,0.0514530390107579,0.0979964048888405,0.118358917444697,1.31328479906348,brazil
rabbit_stream,panama,altos_de_campana,colostethus_panamensis,adult,8,wet,8,45,23,23,9397.77777777778,797087175.996768,18386.9565217391,1421377820.59257,3.33682052107713,0.93091882135941,9398.02222222222,797089394.385859,9397.57777777778,797088271.976768,0.066442503820715,9383.90802874625,534.017058012706,9398.02222222222,1678982.04587697,468.732618853658,0.248665376279429,1.35240095871999e-05,458.4002675878,7.68331318982883,2.17279631770588,463.488132637625,0.452876017896268,6746.1613915223,499.692253146446,5.43863797588082e-05,0.0911997874534811,0.926345282362137,4.44089209850063e-16,0.999995882617237,0.0812,0.17176908196575,0.0805846235369115,0.645411348832475,0.78778496303988,0.158289327570419,0.289149907548431,0.311844918049966,2.05042986134102,panama
rio_tigrero,panama,el_cope,colostethus_panamensis,adult,8,wet,8,43,24,24,10029.2744186047,3385560527.24004,17969.1166666667,6033452839.30406,2.89499674837407,0.861922753272256,10029.488372093,3385564184.01772,10029.0697674419,3385553034.68549,0.0708734415747172,10034.4115663197,505.049754837295,10029.488372093,2717411.61765725,479.834689623512,0.0558432827129139,3.1077366655705e-06,427.521890342175,6.66597635707236,2.09270570663423,437.921613364962,0.396654331082591,2398.04592479396,520.227671483296,5.56510383092473e-05,0.00676011587469428,0.87551842298657,0,0.999994869177628,0.053,0.175715577041573,0.0176601003877777,0.904691223874053,0.91910081989438,0.168895473997033,0.320690498310297,0.635756232797692,4.32271131422021,panama
solomon_lane,usa,louisiana,lithobates_sphenocephalus,adult,8,fall,8,26,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
altos_de_piedra,panama,santa_fe,lithobates_warszewitschii,adult,8,wet,8,16,7,7,31111.85,14770216091.432,71112.8,33606864078.56,3.09406915522033,1.85367126055365,31111.9375,14770210417.3958,31111.75,14770222504.8667,0.0431036414473978,31072.738161176,163.138010053263,31111.9375,2636852.63301657,,,,,,,,,,,,,,,,,,,,0.848352683256426,0.214964985069045,0.440034109098855,0.411266215835279,2.57790088635754,panama
camp_ethan_allen_pond,usa,vermont,notophthalmus_viridescens,adult,8,fall,8,19,16,16,3130.29711779579,12402256.2195281,3717.2278273825,12555501.9525845,3.24155839968695,0.506203640803318,3130.68421052632,12401956.2280702,3129.84210526316,12400912.8070175,0.297242191991719,3131.22545678919,323.165544312525,3130.68421052632,72505.2051233141,300.340155054904,1.17390513665158,0.000315801234458688,303.016244730703,7.4639640491888,1.58622196390484,298.69247941258,0.884184774579688,3522.91362464684,297.063470776609,0.000269017678344497,0.0734917855905945,0.897570775790016,0,0.999664115369548,0.1182,0.189526141544291,0.106645792940416,0.587226768188874,0.501995896988208,0.114343540147995,0.219486989633774,-0.0208021396823626,0.953230347532991,serdp
camp_johnson_pond_2,usa,vermont,notophthalmus_viridescens,adult,8,fall,8,20,10,10,3185.57401402,71730061.9737861,6371.14802804,128879282.391772,3.08536752665589,0.781674925700367,3185.75,71732737.4605263,3185.25,71729384.3026316,0.0723886367938705,3186.46719080079,221.442218924611,3185.75,228472.997190755,190.71355065462,0.349953041687892,5.49277838385982e-05,187.629076669213,7.10432127328577,1.93130130492919,189.331246389148,0.527549486848263,3277.47071913744,197.190699130198,0.000156957583719435,0.71929058047058,0.954287533617244,0,0.999984566600436,0.8262,0.141033166624423,0.796074137341042,0.212946588150944,0.732023422183579,0.153216551281216,0.28655380937406,0.250873858968099,1.78186114989055,serdp
newt,usa,tennessee,notophthalmus_viridescens,adult,8,fall,8,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
10081,usa,california,ramu,adult,8,summer,8,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10090,usa,california,ramu,adult,8,summer,8,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10091,usa,california,ramu,adult,8,summer,8,11,1,1,4.36363636363636,209.454545454545,48,,1.68124123737559,,4.36363636363636,209.454545454545,4.36363636363636,209.454545454545,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada
10095,usa,california,ramu,adult,8,summer,8,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10102,usa,california,ramu,adult,8,summer,8,10,1,1,4.8,230.4,48,,1.68124123737559,,4.8,230.4,4.8,230.4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada
10196,usa,california,ramu,adult,8,summer,8,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10198,usa,california,ramu,adult,8,summer,8,17,2,2,5.64705882352941,254.117647058824,48,0,1.68124123737559,0,5.64705882352941,254.117647058824,5.64705882352941,254.117647058824,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-Inf,0,sierra_nevada
10422,usa,california,ramu,adult,8,summer,8,28,26,26,4381.71428571429,60868242.2857143,4718.76923076923,64083597.7846154,3.24265429236893,0.4761034972628,4381.71428571429,60868242.2857143,4381.71428571429,60868242.2857143,0.402171435954388,4382.26510394027,509.149774664391,4381.71428571429,218912.111951746,495.703922243803,0.361363206435704,7.65799700649478e-05,489.096978529139,7.46648743534185,1.55793632995759,489.478866174791,0.715770883257723,3691.9239303257,493.883770995959,0.000211919666145018,0.442298558618372,0.962461934343915,0,0.999945849781315,0.5526,0.110145108344214,0.480637050342778,0.336066046440124,0.651829782111472,0.115148358195629,0.212789422501055,0.229544704080665,1.69646421873194,sierra_nevada
10423,usa,california,ramu,adult,8,summer,8,17,12,12,2942.11764705882,37869052.2352941,4168,49508282.1818182,2.77381235655347,0.903734943337412,2942.11764705882,37869052.2352941,2942.11764705882,37869052.2352941,0.135392428346164,2940.3735343029,233.570103839287,2942.11764705882,147701.632100969,213.398749085241,0.382794883112891,9.18413827046282e-05,209.099072559826,6.3869389829627,2.0957619233625,211.702185757037,0.473484893455595,1780.32350214428,226.044598002397,0.000239923224568138,0.0793191825912621,0.876610392708812,7.56992246664368e-11,0.999945849781315,0.3992,0.172907870626123,0.106637035728527,0.57500627298494,0.730006397952655,0.181157964267826,0.342723164288867,0.227411218518588,1.68815072076516,sierra_nevada
10511,usa,california,ramu,adult,8,summer,8,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11029,usa,california,ramu,adult,8,summer,8,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11070,usa,california,ramu,adult,8,summer,8,10,9,9,23188.8,4012446438.4,25765.3333333333,4439318848,3.18917055997007,1.30291508011984,23188.8,4012446438.4,23188.8,4012446438.4,0.185451216036384,23155.3002782363,187.783068991217,23188.8000000291,829920.97036733,,,,,,,,,,,,,,,,,,,,0.842843671657582,0.188138091703016,0.357915337233823,0.412622403953384,2.58596357910686,sierra_nevada
