site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset
sink,usa,tennessee,pseudacris_crucifer,adult,7,winter,7,11,1,1,7.97870896,700.257763352227,87.76579856,,1.94332530872595,,8,704,7.90909090909091,688.090909090909,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,serdp
west,usa,tennessee,pseudacris_crucifer,adult,7,winter,7,19,3,3,1691.7336756,49540025.7374034,10714.3132788,300854114.959237,3.37929804258356,0.939562201923465,1691.84210526316,49542173.5847953,1691.68421052632,49539166.005848,0.0153381505272486,1693.77744051076,82.3376500098175,1691.84210526316,175980.921017191,,,,,,,,,,,,,,,,,,,,0.627425060482335,0.118184106768218,0.286837726609257,0.209213637304874,1.61887619626432,serdp
sink,usa,tennessee,pseudacris_feriarum,adult,7,winter,7,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serdp
west,usa,tennessee,pseudacris_feriarum,adult,7,winter,7,11,3,3,962.524793810909,8025376.03717328,3529.25757730667,26538888.4982557,3.06262269546828,0.766192751857867,962.727272727273,8026224.41818182,962.454545454545,8024684.27272727,0.0332330017728451,961.914303887404,73.4748518400356,962.727272727273,42668.0905364173,,,,,,,,,,,,,,,,,,,,0.584965163099372,0.126610971461019,0.285808751696735,0.164258009078229,1.45968118160178,serdp
horse_head_ephemeral,usa,louisiana,pseudacris_fouquettei,adult,7,winter,7,10,2,2,338.9277954,625155.939185755,1694.638977,1031521.43288363,3.18609138005251,0.0771699836679523,339,625320.888888889,338.8,624718.4,,,,,,,,,,,,,,,,,,,,,,,,,0.211893162835001,0.0308262703611467,0.0871898592442268,-0.222338062964241,0.599324369310777,serdp
10090,usa,california,ramu,adult,7,summer,7,14,7,7,137.142857142857,28306.2857142857,274.285714285714,17444.5714285714,2.37564024145284,0.0762146673573175,137.142857142857,28306.2857142857,137.142857142857,28306.2857142857,0.122107244316167,137.128284190638,127.284907463618,137.142857143085,3155.18510839175,,,,,,,,,,,,,,,,,,,,0.242857142857143,0.0555073448779537,0.116208690127422,-0.317373036520439,0.481534007106456,sierra_nevada
10216,usa,california,ramu,adult,7,summer,7,10,4,4,19857.6,2328913433.6,49644,5015118912,3.68354302401557,2.15529145304087,19857.6,2328913433.6,19857.6,2328913433.6,0.0422588448442748,19877.9330992357,105.99766046623,19857.6,686991.362596803,,,,,,,,,,,,,,,,,,,,0.626963983562968,0.18682232014129,0.398554077409246,0.154273850510075,1.42650681405282,sierra_nevada
10475,usa,california,ramu,adult,7,summer,7,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10476,usa,california,ramu,adult,7,summer,7,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10487,usa,california,ramu,adult,7,summer,7,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10490,usa,california,ramu,adult,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
12503,usa,california,ramu,adult,7,summer,7,10,5,5,67.2,17510.4,134.4,28108.8,1.93229573839625,0.171514003174213,67.2,17510.4,67.2,17510.4,0.130426805573118,67.1838835282179,81.3469514485527,67.200000000739,1612.71590803479,,,,,,,,,,,,,,,,,,,,0.485714285714286,0.091477302180523,0.214326659817155,0.0960218839951549,1.24744637118378,sierra_nevada
21109,usa,california,ramu,adult,7,summer,7,18,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
50170,usa,california,ramu,adult,7,summer,7,36,36,36,1549406.66666667,6922326157493.03,1549406.66666667,6922326157493.03,4.92303382752331,2.55082909554634,1549406.66666667,6922326157493.03,1549406.66666667,6922326157493.03,0.244244686573425,1549493.24588878,1008.37570291794,1549406.66666667,118273656.345215,1013.13304394615,0.356708319913329,2.3022252813765e-07,1015.08153264016,11.3357043035606,3.62609469549107,1010.58760745478,0.352036352936061,483428.546734681,1100.24354863363,6.45408349862958e-07,0.0142694820009995,0.921849223308084,0,0.999945849781315,0.016,0.16336048739354,0.0246156923371307,0.858605470257892,0.735712953919278,0.179835801371114,0.324420180118514,0.229960608708505,1.69808962568998,sierra_nevada
50183,usa,california,ramu,adult,7,summer,7,157,41,41,449034.802547771,3312626376386.35,1719474.73170732,10680141277656.4,4.49440558618707,4.20280646259145,449034.802547771,3312626376386.35,449034.802547771,3312626376386.35,0.0184454772555995,448746.708819635,1267.81808886462,449034.802547771,353121042.206457,1093.10847039885,0.283751694665734,1.6502231142646e-07,1095.19468290429,10.3487513046235,4.66254945885963,1091.38180358479,0.270323480395627,296212.183485693,1261.31741191576,5.81572954554017e-07,4.41811111825014e-05,0.840519341529626,0,0.999945849781315,4e-04,0.200771839420282,1.77541063962929e-06,2.5180557786417,0.763016453805291,0.250679341556606,0.456139239393855,0.278892700711105,1.90060864662292,sierra_nevada
50194,usa,california,ramu,adult,7,summer,7,56,54,54,1016499.42857143,3721328760214.94,1054147.55555556,3821320774266.37,4.52285927696256,2.72817343250523,1016499.42857143,3721328760214.94,1016499.42857143,3721328760214.94,0.186322883944159,1016969.34950021,1436.45950104498,1016499.42857143,140883717.006683,1429.94758201874,0.296283323027395,2.81064374210163e-07,1425.24861706335,10.4142683488438,3.76784241984772,1424.77631745272,0.311593105285564,214666.363612673,1607.77024335937,9.48633798683887e-07,0.00266990369206581,0.926555222510748,0,0.999945849781315,0.0122,0.135995774333562,0.00234582489678844,1.27400058827925,0.773582864466199,0.207143544418968,0.365193393401038,0.268205341647489,1.85440821118183,sierra_nevada
50219,usa,california,ramu,adult,7,summer,7,39,39,39,1299380.92307692,6174849803939.76,1299380.92307692,6174849803939.76,4.84021263483792,1.99794421599799,1299380.92307692,6174849803939.76,1299380.92307692,6174849803939.76,0.243118656905192,1299776.49043293,1077.47310455546,1299380.92307692,131772019.324744,1078.15240462483,0.280625792477109,2.15968841386858e-07,1075.02143785843,11.1450014598992,3.21267550939647,1074.45584553556,0.361887874815936,334916.295137996,1178.03708268711,7.69597261465105e-07,0.10798420816977,0.953517546948165,7.7715611723761e-16,0.999945849781315,0.2692,0.110613159715375,0.151170527471497,0.544940447726233,0.792063551162085,0.162489863424159,0.292029845119522,0.281576712814309,1.91239109529479,sierra_nevada
52264,usa,california,ramu,adult,7,summer,7,12,5,5,52,14853.8181818182,124.8,29491.2,1.87208973926345,0.182115753364212,52,14853.8181818182,52,14853.8181818182,0.0964285547223148,52.0121139630937,82.7370185399249,52.0000000014779,1831.26562509622,,,,,,,,,,,,,,,,,,,,0.492307692307692,0.0815552792732903,0.227953935473821,0.138631636853116,1.37604183230756,sierra_nevada
70439,usa,california,ramu,adult,7,summer,7,27,20,20,67866.6666666667,65012715618.4616,91620,86673947267.3684,3.79044149888532,1.22150213878014,67866.6666666667,65012715618.4616,67866.6666666667,65012715618.4616,0.11330321845135,67895.1808379897,485.96403807915,67866.6666666667,8012495.33477331,466.806523260172,0.101945578374935,1.11270004775088e-06,446.207164151524,8.72781409119935,2.4804164745999,449.360745427355,0.408074234249139,21524.9449467489,499.016194697629,1.09146474568871e-05,0.972144517459908,0.98365113304719,0,0.999945849781315,0.8342,0.103146568552827,0.883020439400817,0.192270627087513,0.865950229207597,0.159523198944619,0.291579722081954,0.506954000292659,3.21332017139667,sierra_nevada
70550,usa,california,ramu,adult,7,summer,7,11,10,10,17550.5454545455,412959408.872727,19305.6,421196697.6,3.76715408411709,0.779109934749722,17550.5454545455,412959408.872727,17550.5454545455,412959408.872727,0.312572128596123,17556.5809444436,226.390947051582,17550.54545456,265848.316832821,221.157552358837,0.983193820748513,5.09279080033002e-05,218.993639952921,8.67419283709966,1.92813001164705,218.177004694979,0.647431713393195,14780.3202253,219.363009764929,5.17984419028676e-05,0.0955416291738357,0.8683154622797,0,0.999999926984716,0.0536,0.257862299923997,0.0837043562097689,0.603663146902214,0.545450024863252,0.122295608428721,0.234307390371951,0.0265591750803862,1.06306342181394,sierra_nevada
70563,usa,california,ramu,adult,7,summer,7,13,3,3,121.846153846154,82412.3076923077,528,172800,2.48398789247954,0.483301644210435,121.846153846154,82412.3076923077,121.846153846154,82412.3076923077,0.0342425245582698,121.924989767434,65.4465416351635,121.846153846609,5590.89248230912,,,,,,,,,,,,,,,,,,,,0.303030303030303,0.107722835195014,0.2798721355397,-0.103862053462375,0.787295821622217,sierra_nevada
72996,usa,california,ramu,adult,7,summer,7,20,15,15,17289.6,2634215488.67368,23052.8,3432658987.88571,3.46962566606748,0.920075092039271,17289.6,2634215488.67368,17289.6,2634215488.67368,0.137000164445771,17287.4218486913,338.38371173654,17289.6,1235709.85452486,319.47553924943,0.165874614688171,7.19542158384971e-06,308.977986532649,7.98910833695653,2.13376070960386,311.424994759836,0.473836571844352,8690.42038540275,333.366275483046,4.33786785119378e-05,0.989915332123376,0.984067156090726,1.87738713464114e-13,0.999945849781315,0.5586,0.141928996538451,0.906813376076271,0.174999175261616,0.813973718304646,0.149745787889318,0.276457906590948,0.405091648165424,2.54150897775602,sierra_nevada
solomon_lane,usa,louisiana,rana_catesbeiana,adult,7,winter,7,20,16,16,16135.00589643,1339583936.08119,20168.7573705375,1610026847.2769,3.30623658181355,1.19524201592959,16135.45,1339588468.36579,16134.65,1339581674.66053,0.154231610607398,16131.2967670878,345.156108477373,16135.4499999709,979148.559360777,326.049369635885,0.26949697114073,1.33621009063459e-05,321.528548141238,7.61289106719547,2.4374137265158,323.574114951308,0.430437550289944,6950.27507502367,351.180480679797,4.95816366684444e-05,0.751227626971708,0.964925515345929,0,0.999705007467479,0.9084,0.106164424920613,0.851826155635898,0.202451439915041,0.787924947434417,0.182271314155791,0.330669393525271,0.29873741752902,1.98947010487755,serdp
horse_head_ephemeral,usa,louisiana,rana_clamitans,adult,7,winter,7,14,6,6,1902.93905327429,16664132.0394997,4440.19112430667,29807682.3515872,3.24899452417755,0.569081420171118,1903.21428571429,16666333.1043956,1902.78571428571,16663990.9505495,0.0618994667329407,1902.5833081596,140.862245979319,1903.21428571792,76455.7772645518,,,,,,,,,,,,,,,,,,,,0.564698823209721,0.118498947395011,0.232187173068272,0.0897624403790537,1.22959599628792,serdp
10090,usa,california,ramu,larva,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10196,usa,california,ramu,larva,7,summer,7,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10197,usa,california,ramu,larva,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
10222,usa,california,ramu,larva,7,summer,7,105,104,104,257082.514285714,69290646039.7714,259554.461538462,69315536646.3092,5.05701882387689,0.653986677981488,257082.514285714,69290646039.7714,257082.514285714,69290646039.7714,0.65160524558297,256941.282982895,2815.12016657216,257082.514285714,24397907.5428517,2804.15010797044,0.981346824710681,3.78088983288489e-06,2849.44458285367,11.6442161588492,1.85311376582044,2800.86980585224,0.852656718549435,242390.724069129,2803.07814076938,3.8527559652517e-06,2.28985169025628e-10,0.806545215566635,0,0.999999992560828,2e-04,0.190503618521162,4.14934868194008e-17,6.94172234382455,0.50375373557747,0.0786117253169335,0.159915249720953,0.00618679650267878,1.01434757787229,sierra_nevada
11009,usa,california,ramu,larva,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11491,usa,california,ramu,larva,7,summer,7,90,90,90,108134.933333333,17789011427.5236,108134.933333333,17789011427.5236,4.67361717641089,0.483161266374564,108134.933333333,17789011427.5236,108134.933333333,17789011427.5236,0.724677771038419,108144.627684511,2263.42431260778,108134.933333333,11067058.8891022,2263.87292302948,0.664710780482678,6.14704943159915e-06,2280.11497074518,10.7614012407646,1.59160572541988,2263.35844428195,0.812257145959762,96652.2495592941,2268.40431961879,9.24770533604928e-06,0.000146684698810184,0.931721442348902,0,0.999999992560828,8e-04,0.128117328506035,4.36545460307088e-05,1.98104260874966,0.564767585299464,0.0800354377861666,0.148728062272254,0.0911098902212287,1.23341688717775,sierra_nevada
11493,usa,california,ramu,larva,7,summer,7,110,109,109,315393.6,147961600225.233,318287.119266055,148402117631.217,5.15778835427797,0.462236775992808,315393.6,147961600225.233,315393.6,147961600225.233,0.671773387695007,315249.947609347,2996.25726972028,315393.6,38431854.9233777,2978.33887875784,0.68897072921064,2.16462020454787e-06,2999.0519079079,11.8762465773787,1.55828383382486,2978.17015485011,0.867349228266303,303294.665757764,2982.21459364823,3.14181737013399e-06,2.7628972785179e-05,0.931203305029669,0,0.999999999984714,0.001,0.121930771667641,5.81485978200727e-06,2.33974831929955,0.553059718331792,0.070999504636633,0.131816182645518,0.082900985535965,1.21032216167604,sierra_nevada
11495,usa,california,ramu,larva,7,summer,7,74,73,73,57183.5675675676,5166877499.42688,57966.904109589,5192601431.67123,4.18723287171124,1.07077343954161,57183.5675675676,5166877499.42688,57183.5675675676,5166877499.42688,0.439722463591836,57145.6601473618,1726.3843913917,57183.5675675676,5478763.28408351,1721.16675133075,0.656093276782132,1.13184115463844e-05,1744.57183871494,9.64145999129694,2.36629726551623,1721.17758196481,0.624354511629006,47563.3573608702,1749.27361614807,1.72512231826191e-05,1.19126542731243e-06,0.863253777781671,0,0.999945849781315,4e-04,0.158938532216925,1.04506346087717e-08,3.44817844252226,0.594974713831051,0.130339715510813,0.247127843986915,0.0945123881384644,1.24311809496301,sierra_nevada
11506,usa,california,ramu,larva,7,summer,7,92,82,82,138760.173913044,70925104462.7387,155682.146341463,77014317149.3116,4.48099162396647,1.36664829493936,138760.173913044,70925104462.7387,138760.173913044,70925104462.7387,0.229034172125073,138772.053573755,2138.26594841997,138760.173913044,25094663.7863902,2063.07818164915,0.318592087344645,2.04642661237381e-06,2090.22449522504,10.3178645151764,2.67534413337531,2064.53453648476,0.545852918976879,108737.503413205,2126.71375620957,6.42334412455146e-06,2.31272257811762e-07,0.857947492392613,0,0.999945849781315,2e-04,0.19932342337677,2.03807731213593e-11,4.56436485111635,0.661903671022558,0.136213914723949,0.260888087938653,0.25104692409159,1.78257135802086,sierra_nevada
11509,usa,california,ramu,larva,7,summer,7,10,7,7,2764.8,21692006.4,3949.71428571429,27077924.5714286,3.04139564262973,0.744013863758513,2764.8,21692006.4,2764.8,21692006.4,0.149744115313125,2764.22192326075,145.394340150736,2764.8,60792.0522895508,,,,,,,,,,,,,,,,,,,,0.620535714285714,0.148200420035698,0.283607423658221,0.119742006280397,1.31747385741393,sierra_nevada
11516,usa,california,ramu,larva,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11517,usa,california,ramu,larva,7,summer,7,79,78,78,58082.4303797468,5526188892.47907,58827.0769230769,5553583298.87712,4.23569619074663,0.874253806798986,58082.4303797468,5526188892.47907,58082.4303797468,5526188892.47907,0.469482103756606,58085.6231315422,1854.16762884065,58082.4303797468,6107323.83779795,1845.19302560644,0.631226358227476,1.07302009762082e-05,1865.45095379703,9.75305090726484,2.13910703478455,1846.1139027934,0.650414906993953,47584.8835149034,1871.24777308598,1.69989748310563e-05,1.44380506434712e-05,0.899409415094171,0,0.999945849781315,2e-04,0.202336965413453,1.59187139997173e-07,2.968091480402,0.606194573954057,0.118787722332896,0.220746569742441,0.102709376014353,1.26680385416762,sierra_nevada
11518,usa,california,ramu,larva,7,summer,7,140,126,126,284954.4,633457295157.134,316616,694299746515.968,4.30062760274532,1.74209582388401,284954.4,633457295157.134,284954.4,633457295157.134,0.176544945300463,284998.424420136,3232.2521269867,284954.4,134226484.233405,3176.75698243091,0.145538951288273,4.59670235516441e-07,3136.13127085732,9.90256100860009,3.02706288000217,3131.11174262984,0.389087834177967,86280.9767541666,3445.69213045103,3.15840008085504e-06,0.000117925959625359,0.94874841315066,0,0.999945849781315,0.001,0.114791545230135,6.63376181298274e-06,2.31872347522153,0.835768782081395,0.17195633470852,0.306905154006535,0.420240645456818,2.63172584472446,sierra_nevada
11525,usa,california,ramu,larva,7,summer,7,76,74,74,117620.842105263,15402012631.1747,120799.783783784,15434709626.6923,4.80241027178876,0.340490819846301,117620.842105263,15402012631.1747,117620.842105263,15402012631.1747,0.64706355417338,117585.754670491,1919.85725251431,117620.842105263,8652393.52937629,1883.55404971258,0.95839096312659,7.93371422619421e-06,1893.28554881625,11.0579583022623,1.33448581711307,1883.43404847745,0.941613461075856,117571.56962863,1881.87968664256,8.27816051218993e-06,0.00926302917942186,0.954296885784737,1.33226762955019e-15,0.999999999984714,0.0378,0.107416605984321,0.0129876245201567,0.980327541730659,0.519072881820086,0.0669965806670654,0.121504802635362,0.0121830748007758,1.02844974492496,sierra_nevada
11526,usa,california,ramu,larva,7,summer,7,116,95,95,93842.4827586207,42518254207.3475,114586.610526316,49614726610.3042,3.91890896653828,1.85537987675099,93842.4827586207,42518254207.3475,93842.4827586207,42518254207.3475,0.143593893645832,93773.4881511603,2307.74042602411,93842.4827586207,30213685.2498191,2200.91944668124,0.267456338893154,2.33409765473193e-06,2204.26574401684,9.02362136715176,3.11985373459445,2199.40202061901,0.385486932802819,37002.3055317467,2405.32638557012,8.7270231260601e-06,4.16606150650719e-05,0.925143276632618,0,0.999945849781315,0.0102,0.106192281813497,1.79629084271253e-05,2.13836417110571,0.772588951234807,0.197313236728269,0.347577172325695,0.288671428134002,1.94388884750587,sierra_nevada
12503,usa,california,ramu,larva,7,summer,7,10,2,2,14.4,1049.6,72,1152,1.83175623520758,0.0453095291447283,14.4,1049.6,14.4,1049.6,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,0.0410848875355224,0.116205610322618,-0.326606256887672,0.471404520791032,sierra_nevada
21108,usa,california,ramu,larva,7,summer,7,20,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
21109,usa,california,ramu,larva,7,summer,7,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
21110,usa,california,ramu,larva,7,summer,7,20,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
52264,usa,california,ramu,larva,7,summer,7,10,10,10,198120,117905783936,198120,117905783936,4.6531602421031,1.19362106670983,198120,117905783936,198120,117905783936,0.437489125502424,198284.229387472,261.351104822378,198120.000000116,3492004.7897184,261.552266041174,0.369895475387987,1.86702743482731e-06,264.061678588407,10.7142974087792,2.38654804066343,261.3959170504,0.574333408983358,128079.914163235,265.932563734043,5.04744599232788e-06,0.156676067971814,0.886958904354366,0,0.999999664912995,0.1006,0.238577487903027,0.127136901089168,0.533756926935515,0.662102967898244,0.115813517434672,0.234793045403821,0.238839235781127,1.7331623085928,sierra_nevada
70439,usa,california,ramu,larva,7,summer,7,10,9,9,39878.4,1574300057.6,44309.3333333333,1550214400,4.44775872529868,0.242846202081393,39878.4,1574300057.6,39878.4,1574300057.6,0.403068193161882,39863.3753022357,229.025542295583,39878.4,360150.460296416,,,,,,,,,,,,,,,,,,,,0.450462740063125,0.0582529555141933,0.110796090820532,-0.0512993324245921,0.888588457479901,sierra_nevada
70550,usa,california,ramu,larva,7,summer,7,22,21,21,108209.454545455,11584499173.4026,113362.285714286,11550380576.9143,4.5456376560735,1.13022222639848,108209.454545455,11584499173.4026,108209.454545455,11584499173.4026,0.38421843131175,108181.86335208,538.944775627276,108209.454545455,2415303.45223435,539.352524663309,1.16823494460912,1.03053227733384e-05,539.77302261089,10.4667175050272,2.38892745142146,530.112224872684,0.682164688880059,94792.3852560941,532.810449574336,8.82127590934753e-06,0.000457936717612929,0.789665604578994,0,0.999997494756954,0.0018,0.251528718259349,0.000174271734363988,1.68389327588129,0.508940813199221,0.115043098496658,0.233876781009973,-0.0231704468902175,0.948046311992653,sierra_nevada
70563,usa,california,ramu,larva,7,summer,7,10,7,7,14491.2,400309990.4,20701.7142857143,450468644.571429,4.01525614719615,0.555677353542933,14491.2,400309990.4,14491.2,400309990.4,0.14652626447652,14489.1165235863,177.042953541348,14491.2,220161.149971828,,,,,,,,,,,,,,,,,,,,0.463445795675011,0.0842119567624883,0.18565134209846,0.0108259729961689,1.02524101756584,sierra_nevada
72996,usa,california,ramu,larva,7,summer,7,10,9,9,319704,69154076800,355226.666666667,63602413120,5.32478748397232,0.433876075114505,319704,69154076800,319704,69154076800,0.347050820790479,319847.801505334,267.34792485752,319704,2337410.91945813,,,,,,,,,,,,,,,,,,,,0.380188340881983,0.0560900448947368,0.123703096801981,-0.148768763874989,0.709955676754547,sierra_nevada
kurthwood,usa,louisiana,rana_clamitans,larva,7,winter,7,17,1,1,4.88412913176471,405.530195387795,83.03019524,,1.91923605913914,,4.94117647058824,415.058823529412,4.88235294117647,405.235294117647,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,serdp
10196,usa,california,ramu,subadult,7,summer,7,11,6,6,74.1818181818182,19981.9636363636,136,29875.2,1.9274281131622,0.172799364969567,74.1818181818182,19981.9636363636,74.1818181818182,19981.9636363636,0.152368143694961,74.1725036819992,94.9881356651354,74.1818181824435,1856.11399527916,,,,,,,,,,,,,,,,,,,,0.5,0.092687759522073,0.215671561058085,0.104116502308392,1.27091499066413,sierra_nevada
10222,usa,california,ramu,subadult,7,summer,7,15,15,15,6495724.8,96692868734251.9,6495724.8,96692868734251.9,6.12671900309573,0.822290686364581,6495724.8,96692868734251.9,6495724.8,96692868734251.9,0.414280426349983,6501668.60013063,493.053031577732,6495724.80000745,180847060.58966,493.225183376988,0.467545641048194,7.19774398460037e-08,490.838071945135,14.1072918454916,2.01718979619676,492.189925486534,0.542331271854069,3903240.20453793,502.599643861827,1.53947408609429e-07,0.366558775737825,0.938720892300882,0,1,0.6618,0.134496824430031,0.435272332284923,0.34501725691085,0.697867791443381,0.0814773325494138,0.148007840936926,0.180069605487802,1.51380385021078,sierra_nevada
10263,usa,california,ramu,subadult,7,summer,7,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11008,usa,california,ramu,subadult,7,summer,7,13,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11009,usa,california,ramu,subadult,7,summer,7,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11495,usa,california,ramu,subadult,7,summer,7,42,42,42,682473.142857143,1662317437766.47,682473.142857143,1662317437766.47,4.99744269297946,1.21515761116232,682473.142857143,1662317437766.47,682473.142857143,1662317437766.47,0.349242429286691,682064.709274505,1165.99930506244,682473.142857143,61257843.7505284,1167.19511102165,0.287026902203722,4.20568787516088e-07,1167.01327621024,11.5070370479465,2.50783683843435,1164.54202307384,0.480220096524009,333327.472546924,1214.41219014792,1.46525912479654e-06,0.0714693796895683,0.951227248355868,2.22044604925031e-16,0.999999999818425,0.0568,0.134298674252023,0.0533404538074873,0.727884036090309,0.736425998951871,0.12374302176871,0.220581193928986,0.276271414933617,1.8891716293536,sierra_nevada
11506,usa,california,ramu,subadult,7,summer,7,46,29,29,97106.0869565217,159357189627.548,154030.344827586,247028560865.734,3.19324127069175,1.33445225830824,97106.0869565217,159357189627.548,97106.0869565217,159357189627.548,0.0682674018271195,97096.0554020137,650.232713348848,97106.0869555904,24525947.4283819,607.012822921629,0.099473036103912,6.45801554331759e-07,568.478940386407,7.35270974822818,2.61364877327851,584.19055587982,0.299328111983065,6881.56657703003,752.804484566563,6.49222723690809e-06,4.50961661918199e-05,0.784782098183499,0,0.999945849781315,2e-04,0.265819858478611,3.03197541926973e-06,2.40358732665684,0.914629790198389,0.173121055851456,0.361759368483003,0.508767296464674,3.22676469436023,sierra_nevada
11516,usa,california,ramu,subadult,7,summer,7,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada
11517,usa,california,ramu,subadult,7,summer,7,22,21,21,2314221.81818182,3415729295611.01,2424422.85714286,3305983146766.63,6.21221181398597,0.227937960638338,2314221.81818182,3415729295611.01,2314221.81818182,3415729295611.01,0.578172205825852,2315166.54542818,687.782505585081,2314221.81818182,32888597.0111198,663.242847606391,1.866832716853,7.70011184869388e-07,667.322015398615,14.3041463174056,1.07282619318131,661.59212627638,1.29108590306822,2610873.13795639,661.446370392884,4.12469300499206e-07,0.0343356775295923,0.899575121380984,0,1,0.3092,0.142536918137481,0.11995108436748,0.572285075081606,0.408215535468207,0.0398514256582686,0.0768532210033676,-0.124958052181247,0.749966643929026,sierra_nevada
11518,usa,california,ramu,subadult,7,summer,7,76,64,64,337510.105263158,1345608235157.96,400793.25,1576148513855.43,3.76963817834447,1.99675048605285,337510.105263158,1345608235157.96,337510.105263158,1345608235157.96,0.116434400427957,337266.136342201,1534.73153509969,337510.105263158,112009536.682271,1497.98883151878,0.103534021924098,2.58322768470024e-07,1446.65856339513,8.67991267543722,3.2281809908826,1461.92272649645,0.298305665983066,30516.3735857773,1781.35372637358,2.49505200000249e-06,0.00438209893894743,0.941334462824003,0,0.999945849781315,0.0272,0.117823918537556,0.0056592477387073,1.12340798000746,0.897038433703038,0.208219749297442,0.374854071347252,0.495878169707006,3.13240688381328,sierra_nevada
11525,usa,california,ramu,subadult,7,summer,7,15,15,15,4895891.2,11569072908331.9,4895891.2,11569072908331.9,6.59434234119254,0.089871455765796,4895891.2,11569072908331.9,4895891.2,11569072908331.9,2.42717405350508,4896719.6888146,490.822770338335,4895891.20000093,30629146.9358594,490.889069333467,2.21987326829065,4.53415563705879e-07,489.934643986113,15.1840343729294,0.666875811584568,491.607776694602,1.59649579091054,5502985.80978003,494.117206421155,2.04252904966516e-07,0.505030944538397,0.948753090342479,0,1,0.8194,0.118664840425398,0.615966010125524,0.272527443133356,0.361071814667777,0.0250754378924196,0.0454610433528881,-0.158182479038153,0.694732348122845,sierra_nevada
11526,usa,california,ramu,subadult,7,summer,7,55,40,40,254748.218181818,307144116498.618,350278.8,390956122780.062,4.22469665845232,2.25975977064256,254748.218181818,307144116498.618,254748.218181818,307144116498.618,0.0985450201018157,254767.382120479,1057.87273557926,254748.218181818,42192568.7914114,997.165241333617,0.32188079974613,9.18927436505234e-07,994.053190269104,9.72772354817407,3.41781957637501,993.071333253949,0.34542360570281,88454.1314107657,1103.31877502396,2.85486875026408e-06,0.0228199054743558,0.934600627580548,0,0.999945849781315,0.4872,0.0939332236660391,0.0903683852992754,0.636220876202721,0.771321844199535,0.201118066263618,0.355824301281044,0.251650156297829,1.78504905838142,sierra_nevada
